claim_id,unit_id,documento,pagina,seccion,tema,subtema,tipo_de_afirmacion,sujeto,afirmacion_normalizada,condiciones,excepciones,periodo,cifra_o_unidad,cita_textual,observaciones
CA-00827,A-000706,v4.1,,Part 4 -Global Rules,Rule 30,Rule 30 - FitKidz-specific buttons,regla,Rule 30,"On press, it shows the FitKidz classes offered at that user's club, with their schedules.",,,,,"On the FitKidz page, in addition to the general buttons, a specific button -[ Clases Fi tKidz disponibles) (Available FitKidz classes) - appears once the user has a club identified. On press, it shows the FitKidz classes offered at that user's club, with their schedules. [@body[762]]",auto-atomized from A-000706 (paragraph); seg 2/2; tipo heuristic
CA-00828,A-000707,v4.1,,Part 4 -Global Rules,Rule 30,Rule 30 - FitKidz-specific buttons,regla,Rule 30,"This button does not appear when the user has no club identified, because each club has a different subset of the 34 FitKidz activities, and showing them all without context would be misleading.","This button does not appear when the user has no club identified, because each club has a different subset of the 34 FitKidz activities, and showing them all without context would be misleading.",,,34,"This button does not appear when the user has no club identified, because each club has a different subset of the 34 FitKidz activities, and showing them all without context would be misleading. [@body[763]]",auto-atomized from A-000707 (paragraph); seg 1/1; tipo heuristic
CA-00829,A-000708,v4.1,,Part 4 -Global Rules,Rule 30,Rule 30 - FitKidz-specific buttons,regla,Rule 30,The 34 FitKidz activities are organized within the FitKidz hub by:,,,,34,The 34 FitKidz activities are organized within the FitKidz hub by: [@body[765]],auto-atomized from A-000708 (paragraph); seg 1/1; tipo heuristic
CA-00830,A-000709,v4.1,,Part 4 -Global Rules,Rule 30,Rule 30 - FitKidz-specific buttons,regla,Rule 30,"Age range (toddlers, kids, pre-teens, teens- concrete ranges set by the content team).",,,,,"Age range (toddlers, kids, pre-teens, teens- concrete ranges set by the content team). [@body[766]]",auto-atomized from A-000709 (paragraph); seg 1/1; tipo heuristic
CA-00831,A-000710,v4.1,,Part 4 -Global Rules,Rule 30,Rule 30 - FitKidz-specific buttons,regla,Rule 30,"Discipline type (aquatic, athletic, expressive, martial, fitness).",,,,,"Discipline type (aquatic, athletic, expressive, martial, fitness). [@body[767]]",auto-atomized from A-000710 (paragraph); seg 1/1; tipo heuristic
CA-00832,A-000711,v4.1,,Part 4 -Global Rules,Rule 30,Rule 30 - FitKidz-specific buttons,regla,Rule 30,Club availability (which clubs offer this activity).,,,,,Club availability (which clubs offer this activity). [@body[768]],auto-atomized from A-000711 (paragraph); seg 1/1; tipo heuristic
CA-00833,A-000712,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,cifra,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31 -Buttons shown when surfacing clubs in FitKidz,,,31,Rule 31 -Buttons shown when surfacing clubs in FitKidz [@body[770]/Heading4],auto-atomized from A-000712 (heading); seg 1/1; tipo heuristic
CA-00834,A-000713,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,regla,Rule 31,"When the user is on FitKidz and the system surfaces up to 3 proposed clubs (per the geographic rules in Rule 24), each of the 3 clubs is presented with three of its own buttons:","When the user is on FitKidz and the system surfaces up to 3 proposed clubs (per the geographic rules in Rule 24), each of the 3 clubs is presented with three of its own buttons:",,,3; 24; 3,"When the user is on FitKidz and the system surfaces up to 3 proposed clubs (per the geographic rules in Rule 24), each of the 3 clubs is presented with three of its own buttons: [@body[771]]",auto-atomized from A-000713 (paragraph); seg 1/1; tipo heuristic
CA-00835,A-000714,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,cifra,Rule 31,1.,,,,1.,1. [@body[773]],auto-atomized from A-000714 (paragraph); seg 1/1; tipo heuristic
CA-00836,A-000715,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,regla,Rule 31,Conoce elclub,,,,,Conoce elclub [@body[773]/txbx[0]/p[0]],auto-atomized from A-000715 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00837,A-000716,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,cifra,Rule 31,2.,,,,2.,2. [@body[774]],auto-atomized from A-000716 (paragraph); seg 1/1; tipo heuristic
CA-00838,A-000717,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,regla,Rule 31,Agenda una visi ta guiada,,,,,Agenda una visi ta guiada [@body[774]/txbx[0]/p[0]],auto-atomized from A-000717 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00839,A-000718,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,regla,Rule 31,selected.,,,,,selected. [@body[775]],auto-atomized from A-000718 (paragraph); seg 1/1; tipo heuristic
CA-00840,A-000719,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,cifra,Rule 31,3.,,,,3.,3. [@body[776]],auto-atomized from A-000719 (paragraph); seg 1/1; tipo heuristic
CA-00841,A-000720,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,regla,Rule 31,Clases FitKidz disponibles para tu familia,,,,,Clases  FitKidz disponibles  para tu  familia [@body[776]/txbx[0]/p[0]],auto-atomized from A-000720 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00842,A-000721,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,regla,Rule 31,(View the club) - leads to the individual club page.,,,,,(View the club) -  leads to the individual club page. [@body[777]],auto-atomized from A-000721 (paragraph); seg 1/1; tipo heuristic
CA-00843,A-000722,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,regla,Rule 31,(Book a guided visit) - guided-visit flow with that club,,,,,(Book a guided visit) -  guided-visit flow with that club [@body[778]],auto-atomized from A-000722 (paragraph); seg 1/1; tipo heuristic
CA-00844,A-000723,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,regla,Rule 31,(Available FitKidz classes for your,,,,,(Available FitKidz classes for your [@body[780]],auto-atomized from A-000723 (paragraph); seg 1/1; tipo heuristic
CA-00845,A-000724,v4.1,,Part 4 -Global Rules,Rule 31,Rule 31 -Buttons shown when surfacing clubs in FitKidz,regla,Rule 31,"family) - shows the FitKidz classes at that specific club, with schedules.",,,,,"family) -  shows the FitKidz classes at that specific club, with schedules. [@body[782]]",auto-atomized from A-000724 (paragraph); seg 1/1; tipo heuristic
CA-00846,A-000725,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,cifra,Rule 32,Rule 32 - User state with respect to the questionnaire,,,,32,Rule 32 - User state with respect to the questionnaire [@body[784]/Heading4],auto-atomized from A-000725 (heading); seg 1/1; tipo heuristic
CA-00847,A-000726,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,regla,Rule 32,"To build the contextual menu of each page, the system classifies the user into one of three states:",,,,,"To build the contextual menu of each page, the system classifies the user into one of three states: [@body[785]]",auto-atomized from A-000726 (paragraph); seg 1/1; tipo heuristic
CA-00848,A-000727,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,regla,Rule 32,StateDescription,,,,,StateDescription [@body[787]],auto-atomized from A-000727 (paragraph); seg 1/1; tipo heuristic
CA-00849,A-000728,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,regla,Rule 32,No questionnaire,,,,,No questionnaire [@body[791]],auto-atomized from A-000728 (paragraph); seg 1/1; tipo heuristic
CA-00850,A-000729,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,regla,Rule 32,"Complete, inside the flow",,,,,"Complete, inside the flow [@body[793]]",auto-atomized from A-000729 (paragraph); seg 1/1; tipo heuristic
CA-00851,A-000730,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,regla,Rule 32,"Complete, outside the flow",,,,,"Complete, outside the flow [@body[794]]",auto-atomized from A-000730 (paragraph); seg 1/1; tipo heuristic
CA-00852,A-000731,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,regla,Rule 32,The user has not completed the questionnaire.,,,,,The user has not completed the questionnaire. [@body[795]],auto-atomized from A-000731 (paragraph); seg 1/1; tipo heuristic
CA-00853,A-000732,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,regla,Rule 32,"The user completed the questionnaire and reached this page by clicking a button from their personalized plan (e.g., ""View your club"" from the result screen).",,,,,"The user completed the questionnaire and reached this page by clicking a button from their personalized plan (e.g., ""View your club"" from the result screen). [@body[797]]",auto-atomized from A-000732 (paragraph); seg 1/1; tipo heuristic
CA-00854,A-000733,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,regla,Rule 32,"The user completed the questionnaire previously but reached this page through a different path (external search, internal navigation, etc.).",,,,,"The user completed the questionnaire previously but reached this page through a different path (external search, internal navigation, etc.). [@body[798]]",auto-atomized from A-000733 (paragraph); seg 1/1; tipo heuristic
CA-00855,A-000734,v4.1,,Part 4 -Global Rules,Rule 32,Rule 32 - User state with respect to the questionnaire,regla,Rule 32,"When the user has completed the questionnaire, they always have a club identified - the questionnaire questions that identify the club are part of the 10 mandatory questions.","When the user has completed the questionnaire, they always have a club identified - the questionnaire questions that identify the club are part of the 10 mandatory questions.",,,10,"When the user has completed the questionnaire, they always have a club identified - the questionnaire questions that identify the club are part of the 10 mandatory questions. [@body[803]]",auto-atomized from A-000734 (paragraph); seg 1/1; tipo heuristic
CA-00856,A-000735,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,cifra,Rule 33,Rule 33 - Summary of which buttons appear in each state,,,,33,Rule 33 -  Summary of which buttons appear in each state [@body[804]/Heading4],auto-atomized from A-000735 (heading); seg 1/1; tipo heuristic
CA-00857,A-000736,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,Questionnaire state,,,,,Questionnaire state [@body[806]],auto-atomized from A-000736 (paragraph); seg 1/1; tipo heuristic
CA-00858,A-000737,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,Global contextual-menu buttons,,,,,Global contextual-menu buttons [@body[807]],auto-atomized from A-000737 (paragraph); seg 1/1; tipo heuristic
CA-00859,A-000738,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,No questionnaireTu Club ideal (where applicable),,,,,No questionnaireTu Club ideal (where applicable)· Disena tu experiencia ·[ Agenda tu visita guiada)· Articulos  o  informaci6n  util (ifanytaggedarticles exist) • page-specific buttons [@body[812]],auto-atomized from A-000738 (paragraph); seg 1/4; tipo heuristic
CA-00860,A-000738,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,Disena tu experiencia,,,,,No questionnaireTu Club ideal (where applicable)· Disena tu experiencia ·[ Agenda tu visita guiada)· Articulos  o  informaci6n  util (ifanytaggedarticles exist) • page-specific buttons [@body[812]],auto-atomized from A-000738 (paragraph); seg 2/4; tipo heuristic
CA-00861,A-000738,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,[ Agenda tu visita guiada),,,,,No questionnaireTu Club ideal (where applicable)· Disena tu experiencia ·[ Agenda tu visita guiada)· Articulos  o  informaci6n  util (ifanytaggedarticles exist) • page-specific buttons [@body[812]],auto-atomized from A-000738 (paragraph); seg 3/4; tipo heuristic
CA-00862,A-000738,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,Articulos o informaci6n util (ifanytaggedarticles exist) • page-specific buttons,,,,6n,No questionnaireTu Club ideal (where applicable)· Disena tu experiencia ·[ Agenda tu visita guiada)· Articulos  o  informaci6n  util (ifanytaggedarticles exist) • page-specific buttons [@body[812]],auto-atomized from A-000738 (paragraph); seg 4/4; tipo heuristic
CA-00863,A-000739,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,"Complete, inside the flow",,,,,"Complete, inside the flow [@body[816]]",auto-atomized from A-000739 (paragraph); seg 1/1; tipo heuristic
CA-00864,A-000740,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,"Complete, outside the flow",,,,,"Complete, outside the flow [@body[817]]",auto-atomized from A-000740 (paragraph); seg 1/1; tipo heuristic
CA-00865,A-000741,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,Volver a tu experiencia ideal • specific buttons,,,,,Volver a tu experiencia ideal • specific buttons [@body[818]],auto-atomized from A-000741 (paragraph); seg 1/1; tipo heuristic
CA-00866,A-000742,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,util) (if any tagged articles exist),util) (if any tagged articles exist),,,,util) (if any tagged articles exist)· page-specific buttons [@body[822]],auto-atomized from A-000742 (paragraph); seg 1/2; tipo heuristic
CA-00867,A-000742,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,page-specific buttons,,,,,util) (if any tagged articles exist)· page-specific buttons [@body[822]],auto-atomized from A-000742 (paragraph); seg 2/2; tipo heuristic
CA-00868,A-000743,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,Agenda tu visita guiada,,,,,Agenda tu  visita guiada [@body[822]/txbx[0]/p[0]],auto-atomized from A-000743 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00869,A-000744,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,Volver a tu experiencia ideal • Tu Club ideal or Otros clubes (as applicable),,,,,Volver a tu experiencia ideal • Tu Club ideal or Otros clubes (as applicable)· Agenda tuvisi ta guiada •[ Articulos o info rmaci6n [@body[822]/txbx[1]/p[0]],auto-atomized from A-000744 (textbox_paragraph); seg 1/2; tipo heuristic
CA-00870,A-000744,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,cifra,Rule 33,Agenda tuvisi ta guiada •[ Articulos o info rmaci6n,,,,6n,Volver a tu experiencia ideal • Tu Club ideal or Otros clubes (as applicable)· Agenda tuvisi ta guiada •[ Articulos o info rmaci6n [@body[822]/txbx[1]/p[0]],auto-atomized from A-000744 (textbox_paragraph); seg 2/2; tipo heuristic
CA-00871,A-000745,v4.1,,Part 4 -Global Rules,Rule 33,Rule 33 - Summary of which buttons appear in each state,regla,Rule 33,page-,,,,,·page- [@body[823]],auto-atomized from A-000745 (paragraph); seg 1/1; tipo heuristic
CA-00872,A-000746,v4.1,,Part 4 -Global Rules,Rule 34,System-wide behavior Rule 34 - Stale-plan refresh,cifra,Rule 34,System-wide behavior Rule 34 - Stale-plan refresh,,,,34,System-wide behavior Rule 34 - Stale-plan refresh [@body[828]/Heading4],auto-atomized from A-000746 (heading); seg 1/1; tipo heuristic
CA-00873,A-000747,v4.1,,Part 4 -Global Rules,Rule 34,System-wide behavior Rule 34 - Stale-plan refresh,regla,Rule 34,A questionnaire-complete user whose plan was generated more than 60 days ago is shown a non-blocking prompt offering to refresh the plan with current life context ([LSigue siendo tu objetivo? )),,,,60,A questionnaire-complete user whose plan was generated more than 60 days ago is shown a non-blocking prompt offering to refresh the plan with current life context ([LSigue siendo tu objetivo? )). The plan continues to be available unchanged if the user does not interact with the prompt. This prevents stale recommendations from biasing the contextual menu indefinitely. [@body[829]],auto-atomized from A-000747 (paragraph); seg 1/3; tipo heuristic
CA-00874,A-000747,v4.1,,Part 4 -Global Rules,Rule 34,System-wide behavior Rule 34 - Stale-plan refresh,regla,Rule 34,The plan continues to be available unchanged if the user does not interact with the prompt,The plan continues to be available unchanged if the user does not interact with the prompt,,,,A questionnaire-complete user whose plan was generated more than 60 days ago is shown a non-blocking prompt offering to refresh the plan with current life context ([LSigue siendo tu objetivo? )). The plan continues to be available unchanged if the user does not interact with the prompt. This prevents stale recommendations from biasing the contextual menu indefinitely. [@body[829]],auto-atomized from A-000747 (paragraph); seg 2/3; tipo heuristic
CA-00875,A-000747,v4.1,,Part 4 -Global Rules,Rule 34,System-wide behavior Rule 34 - Stale-plan refresh,regla,Rule 34,This prevents stale recommendations from biasing the contextual menu indefinitely.,,,,,A questionnaire-complete user whose plan was generated more than 60 days ago is shown a non-blocking prompt offering to refresh the plan with current life context ([LSigue siendo tu objetivo? )). The plan continues to be available unchanged if the user does not interact with the prompt. This prevents stale recommendations from biasing the contextual menu indefinitely. [@body[829]],auto-atomized from A-000747 (paragraph); seg 3/3; tipo heuristic
CA-00876,A-000748,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,cifra,Rule 35,Rule 35 - Accessibility floor,,,,35,Rule 35 -  Accessibility floor [@body[830]/Heading4],auto-atomized from A-000748 (heading); seg 1/1; tipo heuristic
CA-00877,A-000749,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,cifra,Rule 35,Every page on the site meets WCAG 2.2 AA. Specifically:,,,,2.2,Every page on the site meets WCAG 2.2 AA. Specifically: [@body[831]],auto-atomized from A-000749 (paragraph); seg 1/1; tipo heuristic
CA-00878,A-000750,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,regla,Rule 35,Minimum color contrast 4.5:1 for body text and 3:1 for large text and UI components.,,,,4.5:1; 3:1,Minimum color contrast 4.5:1 for body text and 3:1 for large text and UI components. [@body[832]],auto-atomized from A-000750 (paragraph); seg 1/1; tipo heuristic
CA-00879,A-000751,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,regla,Rule 35,Full keyboard operability with visible focus rings.,,,,,Full keyboard operability with visible focus rings. [@body[833]],auto-atomized from A-000751 (paragraph); seg 1/1; tipo heuristic
CA-00880,A-000752,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,regla,Rule 35,Semantic HTML landmarks.,,,,,Semantic HTML landmarks. [@body[834]],auto-atomized from A-000752 (paragraph); seg 1/1; tipo heuristic
CA-00881,A-000753,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,regla,Rule 35,ARIA labels on icon-only buttons.,,,,,ARIA labels on icon-only buttons. [@body[835]],auto-atomized from A-000753 (paragraph); seg 1/1; tipo heuristic
CA-00882,A-000754,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,regla,Rule 35,prefers- reduced-motion,,,,,prefers- reduced-motion [@body[835]/txbx[0]/p[0]],auto-atomized from A-000754 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00883,A-000755,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,regla,Rule 35,respected for animations.,,,,,respected for animations. [@body[838]],auto-atomized from A-000755 (paragraph); seg 1/1; tipo heuristic
CA-00884,A-000756,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,regla,Rule 35,Touch targets ;;:: 44x 44 px (Apple HIG) and ;;:: 48 x 48 dp (Material) on mobile.,,,,44x; 44 px; 48; 48,Touch targets ;;:: 44x 44 px (Apple HIG) and ;;:: 48 x 48 dp (Material) on mobile. [@body[840]],auto-atomized from A-000756 (paragraph); seg 1/1; tipo heuristic
CA-00885,A-000757,v4.1,,Part 4 -Global Rules,Rule 35,Rule 35 - Accessibility floor,regla,Rule 35,No interaction relies on hover alone.,,,,,No interaction relies on hover alone. [@body[841]],auto-atomized from A-000757 (paragraph); seg 1/1; tipo heuristic
CA-00886,A-000758,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,,,5,Part 5 -Per-Page Behavior Matrices [@body[845]/Heading1],auto-atomized from A-000758 (heading); seg 1/1; tipo heuristic
CA-00887,A-000759,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Each matrix crosses the user state with the contextual menu and the questionnaire,,,,,Each matrix crosses the user state with the contextual menu and the questionnaire. Matrices assume the global rules from Part 4 are already applied. The header (Rules 1-2) and the BES widget (Rule 3) are always visible and are not repeated in each matrix. [@body[846]],auto-atomized from A-000759 (paragraph); seg 1/3; tipo heuristic
CA-00888,A-000759,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Matrices assume the global rules from Part 4 are already applied,,,,4,Each matrix crosses the user state with the contextual menu and the questionnaire. Matrices assume the global rules from Part 4 are already applied. The header (Rules 1-2) and the BES widget (Rule 3) are always visible and are not repeated in each matrix. [@body[846]],auto-atomized from A-000759 (paragraph); seg 2/3; tipo heuristic
CA-00889,A-000759,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,The header (Rules 1-2) and the BES widget (Rule 3) are always visible and are not repeated in each matrix.,,,,1-2; 3,Each matrix crosses the user state with the contextual menu and the questionnaire. Matrices assume the global rules from Part 4 are already applied. The header (Rules 1-2) and the BES widget (Rule 3) are always visible and are not repeated in each matrix. [@body[846]],auto-atomized from A-000759 (paragraph); seg 3/3; tipo heuristic
CA-00890,A-000760,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,5.1-Home,,,,5.1-Home,5.1-Home [@body[848]],auto-atomized from A-000760 (paragraph); seg 1/1; tipo heuristic
CA-00891,A-000761,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,StateQuestionnaireContextual menu,,,,,StateQuestionnaireContextual menu [@body[850]],auto-atomized from A-000761 (paragraph); seg 1/1; tipo heuristic
CA-00892,A-000762,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,No questionnaire,,,,,No questionnaire· no inferred location • pure brand search [@body[854]],auto-atomized from A-000762 (paragraph); seg 1/2; tipo heuristic
CA-00893,A-000762,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,no inferred location • pure brand search,,,,,No questionnaire· no inferred location • pure brand search [@body[854]],auto-atomized from A-000762 (paragraph); seg 2/2; tipo heuristic
CA-00894,A-000763,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,No questionnaire,,,,,No questionnaire· no inferred location • search with goal [@body[856]],auto-atomized from A-000763 (paragraph); seg 1/2; tipo heuristic
CA-00895,A-000763,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,no inferred location • search with goal,,,,,No questionnaire· no inferred location • search with goal [@body[856]],auto-atomized from A-000763 (paragraph); seg 2/2; tipo heuristic
CA-00896,A-000764,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,No questionnaire,,,,,No questionnaire· with inferred location [@body[858]],auto-atomized from A-000764 (paragraph); seg 1/2; tipo heuristic
CA-00897,A-000764,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,with inferred location,,,,,No questionnaire· with inferred location [@body[858]],auto-atomized from A-000764 (paragraph); seg 2/2; tipo heuristic
CA-00898,A-000765,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Questionnaire complete (always outside the flow on home),,,,,Questionnaire complete (always outside the flow on home) [@body[861]],auto-atomized from A-000765 (paragraph); seg 1/1; tipo heuristic
CA-00899,A-000766,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,10 standard questions (12 if weight loss),10 standard questions (12 if weight loss),,,10 s; 12,10 standard questions (12 if weight loss) [@body[862]],auto-atomized from A-000766 (paragraph); seg 1/1; tipo heuristic
CA-00900,A-000767,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,"10 questions, P1 pre-filled and editable (12 if weight loss)","10 questions, P1 pre-filled and editable (12 if weight loss)",,,10; 1; 12,"10 questions, P1 pre-filled and editable (12 if weight loss) [@body[865]]",auto-atomized from A-000767 (paragraph); seg 1/1; tipo heuristic
CA-00901,A-000768,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,"10 questions, PS and P9 pre-filled and editable (12 if weight loss)","10 questions, PS and P9 pre-filled and editable (12 if weight loss)",,,10; 9; 12,"10 questions, PS and P9 pre-filled and editable (12 if weight loss) [@body[868]]",auto-atomized from A-000768 (paragraph); seg 1/1; tipo heuristic
CA-00902,A-000769,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Already complete,,,,,Already complete [@body[870]],auto-atomized from A-000769 (paragraph); seg 1/1; tipo heuristic
CA-00903,A-000770,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Tu Club ideal,,,,,Tu Club ideal ·( Disena tu [@body[872]/txbx[0]/p[0]],auto-atomized from A-000770 (textbox_paragraph); seg 1/2; tipo heuristic
CA-00904,A-000770,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,( Disena tu,,,,,Tu Club ideal ·( Disena tu [@body[872]/txbx[0]/p[0]],auto-atomized from A-000770 (textbox_paragraph); seg 2/2; tipo heuristic
CA-00905,A-000771,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,experiencia],,,,,experiencia]·(Agenda tu visita guiada] [@body[873]],auto-atomized from A-000771 (paragraph); seg 1/2; tipo heuristic
CA-00906,A-000771,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,(Agenda tu visita guiada],,,,,experiencia]·(Agenda tu visita guiada] [@body[873]],auto-atomized from A-000771 (paragraph); seg 2/2; tipo heuristic
CA-00907,A-000772,v4.1,,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices,,requisito,Part 5 -Per-Page Behavior Matrices,Tu Club ideal,,,,,Tu Club ideal ·( Disena tu [@body[874]/txbx[0]/p[0]],auto-atomized from A-000772 (textbox_paragraph); seg 1/2; tipo heuristic
