unit_id,tipo,pagina,encabezado,subencabezado,clausula,ubicacion_dentro_de_clausula,texto_normalizado,texto_original
A-000685,heading,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[736]/Heading4,Rule 28-appears when the questionnaire is complete,Rule 28-appears when the questionnaire is complete
A-000686,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[736]/txbx[0]/p[0],Volver a tu experiencia ideal,Volver a tu experiencia ideal
A-000687,paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[737],"Once the user has completed the questionnaire, Volver a tu experiencia ideal (Back to your ideal experience) appears in the contextual menu. It replaces the Disena tu experiencia button. It takes the user back to their personalized plan output.","Once the user has completed the questionnaire, Volver a tu experiencia ideal (Back to your ideal experience) appears in the contextual menu. It replaces the Disena tu experiencia button. It takes the user back to their personalized plan output."
A-000688,paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[738],Rule 29-- when it appears,Rule 29--  when it appears
A-000689,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[738]/txbx[0]/p[0],Articulos o informaci6n util,Articulos o informaci6n util
A-000690,paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[739],Each Journal article carries one or more tags that associate it with relevant pages on the site. Possible tags include:,Each Journal article carries one or more tags that associate it with relevant pages on the site. Possible tags include:
A-000691,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[740]/txbx[0]/p[0],bajar-de-peso,bajar-de-peso
A-000692,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[740]/txbx[1]/p[0],primeros-pasos,primeros-pasos
A-000693,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[740]/txbx[2]/p[0],salud-y-bienestar,salud-y-bienestar
A-000694,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[740]/txbx[3]/p[0],tonificar,tonificar
A-000695,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[740]/txbx[4]/p[0],ganar-fuerza,ganar-fuerza
A-000696,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[740]/txbx[5]/p[0],rehabili tacion,rehabili tacion
A-000697,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[743]/txbx[0]/p[0],personal-training,personal-training
A-000698,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[744]/txbx[0]/p[0],fitkidz,fitkidz
A-000699,paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[748],••,••
A-000700,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[756]/txbx[0]/p[0],amenidad-alberca • amenidad-intenz • amenidad-ring-de-box ·[amenidad-muro-de-,amenidad-alberca  •  amenidad-intenz  •  amenidad-ring-de-box  ·[amenidad-muro-de-
A-000701,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[756]/txbx[0]/p[1],escalar) • amenidad-canchas • amenidad-sauna-vapor • amenidad-cafeteria,escalar) • amenidad-canchas • amenidad-sauna-vapor • amenidad-cafeteria
A-000702,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[756]/txbx[1]/p[0],clase-[specific-discipline],clase-[specific-discipline]
A-000703,textbox_paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[757]/txbx[0]/p[0],club-[club-name],club-[club-name]
A-000704,paragraph,,Part 4 -Global Rules,Rule 28-appears when the questionnaire is complete,Rule 28,body[759],"When a user lands on a page and at least one Journal article exists with a tag matching that page, the contextual menu shows the Articulos o informaci6n util button, which expands to display the relevant articles. If no articles are tagged for that page, the button does not appear.","When a user lands on a page and at least one Journal article exists with a tag matching that page, the contextual menu shows the Articulos o informaci6n util button, which expands to display the relevant articles. If no articles are tagged for that page, the button does not appear."
A-000705,heading,,Part 4 -Global Rules,Rule 30 - FitKidz-specific buttons,Rule 30,body[760]/Heading4,Rule 30 - FitKidz-specific buttons,Rule 30 -  FitKidz-specific buttons
A-000706,paragraph,,Part 4 -Global Rules,Rule 30 - FitKidz-specific buttons,Rule 30,body[762],"On the FitKidz page, in addition to the general buttons, a specific button -[ Clases Fi tKidz disponibles) (Available FitKidz classes) - appears once the user has a club identified. On press, it shows the FitKidz classes offered at that user's club, with their schedules.","On the FitKidz page, in addition to the general buttons, a specific button -[ Clases Fi tKidz disponibles) (Available FitKidz classes) - appears once the user has a club identified. On press, it shows the FitKidz classes offered at that user's club, with their schedules."
A-000707,paragraph,,Part 4 -Global Rules,Rule 30 - FitKidz-specific buttons,Rule 30,body[763],"This button does not appear when the user has no club identified, because each club has a different subset of the 34 FitKidz activities, and showing them all without context would be misleading.","This button does not appear when the user has no club identified, because each club has a different subset of the 34 FitKidz activities, and showing them all without context would be misleading."
A-000708,paragraph,,Part 4 -Global Rules,Rule 30 - FitKidz-specific buttons,Rule 30,body[765],The 34 FitKidz activities are organized within the FitKidz hub by:,The 34 FitKidz activities are organized within the FitKidz hub by:
A-000709,paragraph,,Part 4 -Global Rules,Rule 30 - FitKidz-specific buttons,Rule 30,body[766],"Age range (toddlers, kids, pre-teens, teens- concrete ranges set by the content team).","Age range (toddlers, kids, pre-teens, teens- concrete ranges set by the content team)."
A-000710,paragraph,,Part 4 -Global Rules,Rule 30 - FitKidz-specific buttons,Rule 30,body[767],"Discipline type (aquatic, athletic, expressive, martial, fitness).","Discipline type (aquatic, athletic, expressive, martial, fitness)."
A-000711,paragraph,,Part 4 -Global Rules,Rule 30 - FitKidz-specific buttons,Rule 30,body[768],Club availability (which clubs offer this activity).,Club availability (which clubs offer this activity).
A-000712,heading,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[770]/Heading4,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31 -Buttons shown when surfacing clubs in FitKidz
A-000713,paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[771],"When the user is on FitKidz and the system surfaces up to 3 proposed clubs (per the geographic rules in Rule 24), each of the 3 clubs is presented with three of its own buttons:","When the user is on FitKidz and the system surfaces up to 3 proposed clubs (per the geographic rules in Rule 24), each of the 3 clubs is presented with three of its own buttons:"
A-000714,paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[773],1.,1.
A-000715,textbox_paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[773]/txbx[0]/p[0],Conoce elclub,Conoce elclub
A-000716,paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[774],2.,2.
A-000717,textbox_paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[774]/txbx[0]/p[0],Agenda una visi ta guiada,Agenda una visi ta guiada
A-000718,paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[775],selected.,selected.
A-000719,paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[776],3.,3.
A-000720,textbox_paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[776]/txbx[0]/p[0],Clases FitKidz disponibles para tu familia,Clases  FitKidz disponibles  para tu  familia
A-000721,paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[777],(View the club) - leads to the individual club page.,(View the club) -  leads to the individual club page.
A-000722,paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[778],(Book a guided visit) - guided-visit flow with that club,(Book a guided visit) -  guided-visit flow with that club
A-000723,paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[780],(Available FitKidz classes for your,(Available FitKidz classes for your
A-000724,paragraph,,Part 4 -Global Rules,Rule 31 -Buttons shown when surfacing clubs in FitKidz,Rule 31,body[782],"family) - shows the FitKidz classes at that specific club, with schedules.","family) -  shows the FitKidz classes at that specific club, with schedules."
A-000725,heading,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[784]/Heading4,Rule 32 - User state with respect to the questionnaire,Rule 32 - User state with respect to the questionnaire
A-000726,paragraph,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[785],"To build the contextual menu of each page, the system classifies the user into one of three states:","To build the contextual menu of each page, the system classifies the user into one of three states:"
A-000727,paragraph,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[787],StateDescription,StateDescription
A-000728,paragraph,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[791],No questionnaire,No questionnaire
A-000729,paragraph,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[793],"Complete, inside the flow","Complete, inside the flow"
A-000730,paragraph,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[794],"Complete, outside the flow","Complete, outside the flow"
A-000731,paragraph,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[795],The user has not completed the questionnaire.,The user has not completed the questionnaire.
A-000732,paragraph,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[797],"The user completed the questionnaire and reached this page by clicking a button from their personalized plan (e.g., ""View your club"" from the result screen).","The user completed the questionnaire and reached this page by clicking a button from their personalized plan (e.g., ""View your club"" from the result screen)."
A-000733,paragraph,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[798],"The user completed the questionnaire previously but reached this page through a different path (external search, internal navigation, etc.).","The user completed the questionnaire previously but reached this page through a different path (external search, internal navigation, etc.)."
A-000734,paragraph,,Part 4 -Global Rules,Rule 32 - User state with respect to the questionnaire,Rule 32,body[803],"When the user has completed the questionnaire, they always have a club identified - the questionnaire questions that identify the club are part of the 10 mandatory questions.","When the user has completed the questionnaire, they always have a club identified - the questionnaire questions that identify the club are part of the 10 mandatory questions."
A-000735,heading,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[804]/Heading4,Rule 33 - Summary of which buttons appear in each state,Rule 33 -  Summary of which buttons appear in each state
A-000736,paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[806],Questionnaire state,Questionnaire state
A-000737,paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[807],Global contextual-menu buttons,Global contextual-menu buttons
A-000738,paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[812],No questionnaireTu Club ideal (where applicable)· Disena tu experiencia ·[ Agenda tu visita guiada)· Articulos o informaci6n util (ifanytaggedarticles exist) • page-specific buttons,No questionnaireTu Club ideal (where applicable)· Disena tu experiencia ·[ Agenda tu visita guiada)· Articulos  o  informaci6n  util (ifanytaggedarticles exist) • page-specific buttons
A-000739,paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[816],"Complete, inside the flow","Complete, inside the flow"
A-000740,paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[817],"Complete, outside the flow","Complete, outside the flow"
A-000741,paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[818],Volver a tu experiencia ideal • specific buttons,Volver a tu experiencia ideal • specific buttons
A-000742,paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[822],util) (if any tagged articles exist)· page-specific buttons,util) (if any tagged articles exist)· page-specific buttons
A-000743,textbox_paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[822]/txbx[0]/p[0],Agenda tu visita guiada,Agenda tu  visita guiada
A-000744,textbox_paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[822]/txbx[1]/p[0],Volver a tu experiencia ideal • Tu Club ideal or Otros clubes (as applicable)· Agenda tuvisi ta guiada •[ Articulos o info rmaci6n,Volver a tu experiencia ideal • Tu Club ideal or Otros clubes (as applicable)· Agenda tuvisi ta guiada •[ Articulos o info rmaci6n
A-000745,paragraph,,Part 4 -Global Rules,Rule 33 - Summary of which buttons appear in each state,Rule 33,body[823],·page-,·page-
A-000746,heading,,Part 4 -Global Rules,System-wide behavior Rule 34 - Stale-plan refresh,Rule 34,body[828]/Heading4,System-wide behavior Rule 34 - Stale-plan refresh,System-wide behavior Rule 34 - Stale-plan refresh
A-000747,paragraph,,Part 4 -Global Rules,System-wide behavior Rule 34 - Stale-plan refresh,Rule 34,body[829],A questionnaire-complete user whose plan was generated more than 60 days ago is shown a non-blocking prompt offering to refresh the plan with current life context ([LSigue siendo tu objetivo? )). The plan continues to be available unchanged if the user does not interact with the prompt. This prevents stale recommendations from biasing the contextual menu indefinitely.,A questionnaire-complete user whose plan was generated more than 60 days ago is shown a non-blocking prompt offering to refresh the plan with current life context ([LSigue siendo tu objetivo? )). The plan continues to be available unchanged if the user does not interact with the prompt. This prevents stale recommendations from biasing the contextual menu indefinitely.
A-000748,heading,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[830]/Heading4,Rule 35 - Accessibility floor,Rule 35 -  Accessibility floor
A-000749,paragraph,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[831],Every page on the site meets WCAG 2.2 AA. Specifically:,Every page on the site meets WCAG 2.2 AA. Specifically:
A-000750,paragraph,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[832],Minimum color contrast 4.5:1 for body text and 3:1 for large text and UI components.,Minimum color contrast 4.5:1 for body text and 3:1 for large text and UI components.
A-000751,paragraph,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[833],Full keyboard operability with visible focus rings.,Full keyboard operability with visible focus rings.
A-000752,paragraph,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[834],Semantic HTML landmarks.,Semantic HTML landmarks.
A-000753,paragraph,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[835],ARIA labels on icon-only buttons.,ARIA labels on icon-only buttons.
A-000754,textbox_paragraph,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[835]/txbx[0]/p[0],prefers- reduced-motion,prefers- reduced-motion
A-000755,paragraph,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[838],respected for animations.,respected for animations.
A-000756,paragraph,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[840],Touch targets ;;:: 44x 44 px (Apple HIG) and ;;:: 48 x 48 dp (Material) on mobile.,Touch targets ;;:: 44x 44 px (Apple HIG) and ;;:: 48 x 48 dp (Material) on mobile.
A-000757,paragraph,,Part 4 -Global Rules,Rule 35 - Accessibility floor,Rule 35,body[841],No interaction relies on hover alone.,No interaction relies on hover alone.
A-000758,heading,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[845]/Heading1,Part 5 -Per-Page Behavior Matrices,Part 5 -Per-Page Behavior Matrices
A-000759,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[846],Each matrix crosses the user state with the contextual menu and the questionnaire. Matrices assume the global rules from Part 4 are already applied. The header (Rules 1-2) and the BES widget (Rule 3) are always visible and are not repeated in each matrix.,Each matrix crosses the user state with the contextual menu and the questionnaire. Matrices assume the global rules from Part 4 are already applied. The header (Rules 1-2) and the BES widget (Rule 3) are always visible and are not repeated in each matrix.
A-000760,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[848],5.1-Home,5.1-Home
A-000761,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[850],StateQuestionnaireContextual menu,StateQuestionnaireContextual menu
A-000762,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[854],No questionnaire· no inferred location • pure brand search,No questionnaire· no inferred location • pure brand search
A-000763,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[856],No questionnaire· no inferred location • search with goal,No questionnaire· no inferred location • search with goal
A-000764,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[858],No questionnaire· with inferred location,No questionnaire· with inferred location
A-000765,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[861],Questionnaire complete (always outside the flow on home),Questionnaire complete (always outside the flow on home)
A-000766,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[862],10 standard questions (12 if weight loss),10 standard questions (12 if weight loss)
A-000767,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[865],"10 questions, P1 pre-filled and editable (12 if weight loss)","10 questions, P1 pre-filled and editable (12 if weight loss)"
A-000768,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[868],"10 questions, PS and P9 pre-filled and editable (12 if weight loss)","10 questions, PS and P9 pre-filled and editable (12 if weight loss)"
A-000769,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[870],Already complete,Already complete
A-000770,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[872]/txbx[0]/p[0],Tu Club ideal ·( Disena tu,Tu Club ideal ·( Disena tu
A-000771,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[873],experiencia]·(Agenda tu visita guiada],experiencia]·(Agenda tu visita guiada]
A-000772,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[874]/txbx[0]/p[0],Tu Club ideal ·( Disena tu,Tu Club ideal ·( Disena tu
A-000773,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[875],experiencia]·(Agenda tu visita guiada],experiencia]·(Agenda tu visita guiada]
A-000774,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[876],Tu Club ideal ·( Disena tu experiencia]·(Agenda tu visita guiada],Tu Club ideal ·( Disena tu experiencia]·(Agenda tu visita guiada]
A-000775,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[877]/txbx[0]/p[0],Volver a tu experiencia ideal,Volver a tu  experiencia ideal
A-000776,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[877]/txbx[0]/p[1],Tu Club ideal ·( Agenda tu,Tu Club ideal ·( Agenda tu
A-000777,paragraph,,Part 5 -Per-Page Behavior Matrices,,Part 5 -Per-Page Behavior Matrices,body[878],visita guiada],visita  guiada]
A-000778,heading,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[884]/Heading4,- Individual club,- Individual club
A-000779,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[885],"By landing on a specific club page, the club is already identified. PB and P9 are omitted from the questionnaire.","By landing on a specific club page, the club is already identified. PB and P9 are omitted from the questionnaire."
A-000780,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[887],StateQuestionnaireContextual menu,StateQuestionnaireContextual menu
A-000781,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[887]/txbx[0]/p[0],Disefia tu experiencia,Disefia tu experiencia
A-000782,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[891],No questionnaire·single-club city,No questionnaire·single-club city
A-000783,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[892],8 standard questions,8 standard questions
A-000784,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[893],(10 if weight loss),(10 if weight loss)
A-000785,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[895],visita guiada],visita  guiada]
A-000786,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[898],·(Agenda tu,·(Agenda tu
A-000787,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[904],No questionnaire·city with up to3clubs,No questionnaire·city with up to3clubs
A-000788,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[907],No questionnaire • city with morethan3clubs (( CIUDAD-ZMVM)),No questionnaire • city with morethan3clubs (( CIUDAD-ZMVM))
A-000789,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[908],"Complete, inside the flow","Complete, inside the flow"
A-000790,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[911],"Complete, outside the flow· single-club city","Complete, outside the flow· single-club city"
A-000791,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[912],"Complete, outside the flow • city with up to 3 clubs","Complete, outside the flow • city with up to 3 clubs"
A-000792,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[915],"Complete, outside the flow • city with more than 3 clubs","Complete, outside the flow • city with more than 3 clubs"
A-000793,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[920],- Amenity,-  Amenity
A-000794,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[921],State,State
A-000795,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[922],8 standard questions,8 standard questions
A-000796,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[923],(10 if weight loss),(10 if weight loss)
A-000797,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[926],8 standard questions,8 standard questions
A-000798,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[927],(10 if weight loss),(10 if weight loss)
A-000799,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[930],Already complete,Already complete
A-000800,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[933],Already complete,Already complete
A-000801,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[936],Already complete,Already complete
A-000802,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[940],Already complete,Already complete
A-000803,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[949],Questionnaire,Questionnaire
A-000804,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[951]/txbx[0]/p[0],Otros clubes en tu ciudad ·(Disefia,Otros clubes en tu  ciudad ·(Disefia
A-000805,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[952],tu experiencia]·[Agenda tu visita guiada],tu experiencia]·[Agenda tu visita guiada]
A-000806,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[953]/txbx[0]/p[0],Otros clubes en elarea ·(Disefia tu,Otros clubes en elarea ·(Disefia tu
A-000807,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[954],experiencia]·[Agenda tu visita guiada],experiencia]·[Agenda tu visita guiada]
A-000808,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[955]/txbx[0]/p[0],Volver a tu experiencia ideal·,Volver a tu experiencia ideal·
A-000809,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[955]/txbx[0]/p[1],Agenda tuvisita guiada,Agenda tuvisita  guiada
A-000810,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[955]/txbx[1]/p[0],Volver a tu experiencia ideal·,Volver a tu experiencia ideal·
A-000811,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[955]/txbx[1]/p[1],Agenda tu visita guiada,Agenda tu  visita guiada
A-000812,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[955]/txbx[2]/p[0],Volver a tu experiencia ideal· Otros clubes en tu ciudad ·(Agenda,Volver a tu experiencia ideal· Otros clubes en tu ciudad ·(Agenda
A-000813,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[958],tu visita guiada],tu  visita guiada]
A-000814,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[960],Volver a tu experiencia ideal· Otros clubes en elarea •[Agenda tu visita guiada],Volver a tu experiencia ideal· Otros clubes en elarea •[Agenda tu visita guiada]
A-000815,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[966],Contextual menu,Contextual menu
A-000816,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[972],No questionnaire • no club selected • no inferred location,No questionnaire • no club selected • no inferred location
A-000817,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[974],No questionnaire • no club selected • with inferred location,No questionnaire • no club selected • with inferred location
A-000818,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[976],No questionnaire· with club selected,No questionnaire· with club selected
A-000819,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[977],10 standard questions (12 if weight loss),10 standard questions (12 if weight loss)
A-000820,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[980],"10 questions, PS and P9 pre-filled and editable (12 if weight loss)","10 questions, PS and P9 pre-filled and editable (12 if weight loss)"
A-000821,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[982],10 standard questions (12 if weight loss),10 standard questions (12 if weight loss)
A-000822,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[984]/txbx[0]/p[0],Tu Club ideal • ( Disefia tu,Tu Club ideal • ( Disefia tu
A-000823,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[985],experiencia]·[Agenda tu visita,experiencia]·[Agenda tu visita
A-000824,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[986],guiada], guiada]
A-000825,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[987]/txbx[0]/p[0],Tu Club ideal •[ Disefia tu,Tu Club ideal •[ Disefia tu
A-000826,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[988],experiencia]·[Agenda tu visita, experiencia]·[Agenda tu visita 
A-000827,paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[991],guiada], guiada]
A-000828,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[991]/txbx[0]/p[0],Disefia tu experiencia,Disefia tu experiencia
A-000829,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Individual club,- Individual club,body[991]/txbx[0]/p[1],Agenda tuvisita guiada,Agenda tuvisita  guiada
