claim_id,unit_id,documento,pagina,seccion,tema,subtema,tipo_de_afirmacion,sujeto,afirmacion_normalizada,condiciones,excepciones,periodo,cifra_o_unidad,cita_textual,observaciones,taxonomia_nodo
CB-00134,B-000037,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Hipertrofia,Hipertrofia,recomendacion,Hipertrofia,"Hipertrofia — Tagline (ES MX): Más músculo, menos grasa, mejor figura.",,,,,"Hipertrofia — Tagline (ES MX): Más músculo, menos grasa, mejor figura. [@prompt §4]",spec unit→claim,T25
CB-00135,B-000038,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Hipertrofia,Hipertrofia,requisito,Hipertrofia,Hipertrofia — Prescription: Volumen semanal ≈10 series por grupo muscular · rango de carga amplio (60–85% 1RM funciona) · 6–15 repeticiones · 60–90 s de descanso entre series · 2–4 sesiones por semana · prioridad al volumen total semanal sobre el detalle del rango de carga.,,,,10; 60–85%; 1RM; 6–15; 60–90; 2–4,Hipertrofia — Prescription: Volumen semanal ≈10 series por grupo muscular · rango de carga amplio (60–85% 1RM funciona) · 6–15 repeticiones · 60–90 s de descanso entre series · 2–4 sesiones por semana · prioridad al volumen total semanal sobre el detalle del rango de carga. [@prompt §4],spec unit→claim,T25
CB-00136,B-000039,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Hipertrofia,Hipertrofia,requisito,Hipertrofia,"Hipertrofia — Equipment: Pesas libres: mancuernas de rango completo, barras EZ, kettlebells. Máquinas selectorizadas: prensa de pierna, leg curl, leg extension, jalón al pecho, remo sentado, press de hombros, máquina pec deck. Cables y poleas: torre de cable con manijas intercambiables. Bandas: para sobrecarga acomodada en posiciones acortadas. Bancas regulables.",,,,,"Hipertrofia — Equipment: Pesas libres: mancuernas de rango completo, barras EZ, kettlebells. Máquinas selectorizadas: prensa de pierna, leg curl, leg extension, jalón al pecho, remo sentado, press de hombros, máquina pec deck. Cables y poleas: torre de cable con manijas intercambiables. Bandas: para sobrecarga acomodada en posiciones acortadas. Bancas regulables. [@prompt §4]",spec unit→claim,T25
CB-00137,B-000040,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Hipertrofia,Hipertrofia,definicion,Hipertrofia,"Hipertrofia — Representative exercises: Sentadilla goblet, prensa de pierna, hip thrust, curl de bíceps (mancuerna y cable), elevaciones laterales, jalón al pecho, cruces en polea, extensiones de tríceps, leg curl, leg extension, remo sentado en cable, press de hombros con mancuernas.",,,,,"Hipertrofia — Representative exercises: Sentadilla goblet, prensa de pierna, hip thrust, curl de bíceps (mancuerna y cable), elevaciones laterales, jalón al pecho, cruces en polea, extensiones de tríceps, leg curl, leg extension, remo sentado en cable, press de hombros con mancuernas. [@prompt §4]",spec unit→claim,T25
CB-00138,B-000041,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Hipertrofia,Hipertrofia,recomendacion,Hipertrofia,Hipertrofia — Primary benefits: Aumento de masa muscular (área de sección transversal) · recomposición corporal · mejora de estética corporal (definición y volumen) · mejora de la sensibilidad a la insulina · mantenimiento de masa magra durante déficit calórico (clave para Bajar de peso).,,,,,Hipertrofia — Primary benefits: Aumento de masa muscular (área de sección transversal) · recomposición corporal · mejora de estética corporal (definición y volumen) · mejora de la sensibilidad a la insulina · mantenimiento de masa magra durante déficit calórico (clave para Bajar de peso). [@prompt §4],spec unit→claim,T25
CB-00139,B-000042,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Hipertrofia,Hipertrofia,recomendacion,Hipertrofia,Hipertrofia — Ideal user profile: Cualquier nivel · meta principal 'Mejorar mi estética corporal' o 'Bajar de peso' · personas que buscan recomposición · transición desde principiante hacia entrenamientos más exigentes.,,,,,Hipertrofia — Ideal user profile: Cualquier nivel · meta principal 'Mejorar mi estética corporal' o 'Bajar de peso' · personas que buscan recomposición · transición desde principiante hacia entrenamientos más exigentes. [@prompt §4],spec unit→claim,T25
CB-00140,B-000043,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Hipertrofia,Hipertrofia,excepcion,Hipertrofia,Hipertrofia — Cautions: Volumen alto requiere recuperación adecuada · principiantes deben empezar con cargas conservadoras y técnica antes de buscar volumen.,,,,,Hipertrofia — Cautions: Volumen alto requiere recuperación adecuada · principiantes deben empezar con cargas conservadoras y técnica antes de buscar volumen. [@prompt §4],spec unit→claim,T25
CB-00141,B-000044,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Potencia,Potencia,definicion,Potencia,Subgroup Potencia — URL slug: /entrenamiento-con-pesas-individual/potencia,,,,,Subgroup Potencia — URL slug: /entrenamiento-con-pesas-individual/potencia [@prompt §4],spec unit→claim,T25
CB-00142,B-000045,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Potencia,Potencia,recomendacion,Potencia,Potencia — Tagline (ES MX): Fuerza que se mueve rápido.,,,,,Potencia — Tagline (ES MX): Fuerza que se mueve rápido. [@prompt §4],spec unit→claim,T25
CB-00143,B-000046,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Potencia,Potencia,requisito,Potencia,Potencia — Prescription: Carga moderada 30–70% 1RM · 3–6 repeticiones · intención concéntrica de máxima velocidad · 2–5 min de descanso entre series · 2–3 sesiones por semana · ejercicios explosivos al inicio de la sesión cuando el sistema nervioso está fresco.,Potencia — Prescription: Carga moderada 30–70% 1RM · 3–6 repeticiones · intención concéntrica de máxima velocidad · 2–5 min de descanso entre series · 2–3 sesiones por semana · ejercicios explosivos al inicio de la sesión cuando el sistema nervioso está fresco.,,,30–70%; 1RM; 3–6; 2–5; 2–3,Potencia — Prescription: Carga moderada 30–70% 1RM · 3–6 repeticiones · intención concéntrica de máxima velocidad · 2–5 min de descanso entre series · 2–3 sesiones por semana · ejercicios explosivos al inicio de la sesión cuando el sistema nervioso está fresco. [@prompt §4],spec unit→claim,T25
CB-00144,B-000047,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Potencia,Potencia,requisito,Potencia,"Potencia — Equipment: Pesas libres: barras olímpicas, mancuernas de mango ancho, kettlebells de peso variable. Implementos balísticos: balones medicinales (slam balls), wall balls. Plyo boxes (varias alturas). Bandas y cadenas (resistencia acomodada para clean y press). Plataformas de levantamiento (tarima absorbente). Air bike opcional para acondicionamiento anaeróbico complementario.",,,,,"Potencia — Equipment: Pesas libres: barras olímpicas, mancuernas de mango ancho, kettlebells de peso variable. Implementos balísticos: balones medicinales (slam balls), wall balls. Plyo boxes (varias alturas). Bandas y cadenas (resistencia acomodada para clean y press). Plataformas de levantamiento (tarima absorbente). Air bike opcional para acondicionamiento anaeróbico complementario. [@prompt §4]",spec unit→claim,T25
CB-00145,B-000048,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Potencia,Potencia,definicion,Potencia,"Potencia — Representative exercises: Power clean, push press, kettlebell swing (americano y ruso), sentadilla con salto (jump squat), lanzamiento de balón medicinal contra pared, box jump, broad jump, push-press, snatch desde el bloque.",,,,,"Potencia — Representative exercises: Power clean, push press, kettlebell swing (americano y ruso), sentadilla con salto (jump squat), lanzamiento de balón medicinal contra pared, box jump, broad jump, push-press, snatch desde el bloque. [@prompt §4]",spec unit→claim,T25
CB-00146,B-000049,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Potencia,Potencia,recomendacion,Potencia,"Potencia — Primary benefits: Mejora de la tasa de producción de fuerza · rendimiento deportivo (sprint, salto, cambios de dirección) · prevención de caídas y recuperación neuromuscular en adultos mayores cuando se prescribe con cargas conservadoras · mejora de la coordinación intermuscular.","Potencia — Primary benefits: Mejora de la tasa de producción de fuerza · rendimiento deportivo (sprint, salto, cambios de dirección) · prevención de caídas y recuperación neuromuscular en adultos mayores cuando se prescribe con cargas conservadoras · mejora de la coordinación intermuscular.",,,,"Potencia — Primary benefits: Mejora de la tasa de producción de fuerza · rendimiento deportivo (sprint, salto, cambios de dirección) · prevención de caídas y recuperación neuromuscular en adultos mayores cuando se prescribe con cargas conservadoras · mejora de la coordinación intermuscular. [@prompt §4]",spec unit→claim,T25
CB-00147,B-000050,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Potencia,Potencia,recomendacion,Potencia,Potencia — Ideal user profile: Nivel Intermedio o Avanzado · base previa de fuerza · deportistas o personas con metas de rendimiento atlético · adultos mayores bajo supervisión específica.,,,,,Potencia — Ideal user profile: Nivel Intermedio o Avanzado · base previa de fuerza · deportistas o personas con metas de rendimiento atlético · adultos mayores bajo supervisión específica. [@prompt §4],spec unit→claim,T25
CB-00148,B-000051,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Potencia,Potencia,excepcion,Potencia,Potencia — Cautions: Requiere técnica supervisada · contraindicado con lesión articular aguda · no recomendado como primer contacto con pesas · cargas más bajas y volumen reducido en presencia de hipertensión no controlada.,,Potencia — Cautions: Requiere técnica supervisada · contraindicado con lesión articular aguda · no recomendado como primer contacto con pesas · cargas más bajas y volumen reducido en presencia de hipertensión no controlada.,,,Potencia — Cautions: Requiere técnica supervisada · contraindicado con lesión articular aguda · no recomendado como primer contacto con pesas · cargas más bajas y volumen reducido en presencia de hipertensión no controlada. [@prompt §4],spec unit→claim,T25
CB-00149,B-000052,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Resistencia muscular,Resistencia muscular,definicion,Resistencia muscular,Subgroup Resistencia muscular — URL slug: /entrenamiento-con-pesas-individual/resistencia-muscular,,,,,Subgroup Resistencia muscular — URL slug: /entrenamiento-con-pesas-individual/resistencia-muscular [@prompt §4],spec unit→claim,T25
CB-00150,B-000053,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Resistencia muscular,Resistencia muscular,recomendacion,Resistencia muscular,"Resistencia muscular — Tagline (ES MX): Aguante para hacer más, durante más tiempo.",,,,,"Resistencia muscular — Tagline (ES MX): Aguante para hacer más, durante más tiempo. [@prompt §4]",spec unit→claim,T25
CB-00151,B-000054,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Resistencia muscular,Resistencia muscular,requisito,Resistencia muscular,Resistencia muscular — Prescription: Carga ligera <60% 1RM · 15–25+ repeticiones por serie · 30–60 s de descanso · 2–4 sesiones por semana · volumen total alto · circuitos y supersets aceptables.,,,,60%; 1RM; 15–25; 30–60; 2–4,Resistencia muscular — Prescription: Carga ligera <60% 1RM · 15–25+ repeticiones por serie · 30–60 s de descanso · 2–4 sesiones por semana · volumen total alto · circuitos y supersets aceptables. [@prompt §4],spec unit→claim,T25
CB-00152,B-000055,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Resistencia muscular,Resistencia muscular,requisito,Resistencia muscular,"Resistencia muscular — Equipment: Bandas elásticas de resistencia (loops y tubos con manijas). Peso corporal y suspensión: TRX, anillas, barras de dominadas. Mancuernas ligeras (1–10 kg) y kettlebells ligeros. Implementos de calistenia: pelotas suizas, BOSU, discos de deslizamiento. Cuerdas de batalla (battle ropes).",,,,1–10,"Resistencia muscular — Equipment: Bandas elásticas de resistencia (loops y tubos con manijas). Peso corporal y suspensión: TRX, anillas, barras de dominadas. Mancuernas ligeras (1–10 kg) y kettlebells ligeros. Implementos de calistenia: pelotas suizas, BOSU, discos de deslizamiento. Cuerdas de batalla (battle ropes). [@prompt §4]",spec unit→claim,T25
CB-00153,B-000056,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Resistencia muscular,Resistencia muscular,definicion,Resistencia muscular,"Resistencia muscular — Representative exercises: Circuitos con bandas (full body), sentadillas al aire de alto volumen, planchas (estáticas y dinámicas), TRX rows, walking lunges, step-ups, push-ups, peso corporal en circuit (burpees suaves, mountain climbers), kettlebell complex ligero, escaladores.",,,,,"Resistencia muscular — Representative exercises: Circuitos con bandas (full body), sentadillas al aire de alto volumen, planchas (estáticas y dinámicas), TRX rows, walking lunges, step-ups, push-ups, peso corporal en circuit (burpees suaves, mountain climbers), kettlebell complex ligero, escaladores. [@prompt §4]",spec unit→claim,T25
CB-00154,B-000057,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Resistencia muscular,Resistencia muscular,recomendacion,Resistencia muscular,Resistencia muscular — Primary benefits: Aguante muscular local · tono general sin hipertrofia significativa · base neuromuscular para principiantes · joint-friendly para regresos después de pausa · rehabilitación de lesiones leves · mejora de la postura y de los estabilizadores · acondicionamiento metabólico ligero.,,,,,Resistencia muscular — Primary benefits: Aguante muscular local · tono general sin hipertrofia significativa · base neuromuscular para principiantes · joint-friendly para regresos después de pausa · rehabilitación de lesiones leves · mejora de la postura y de los estabilizadores · acondicionamiento metabólico ligero. [@prompt §4],spec unit→claim,T25
CB-00155,B-000058,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Resistencia muscular,Resistencia muscular,recomendacion,Resistencia muscular,Resistencia muscular — Ideal user profile: Principiantes absolutos · usuarios que regresan después de una pausa larga (Q11) · rehabilitación de lesión leve o dolor articular (Q12) · adultos mayores · personas con meta 'Mejorar condición y aguante' o 'Recuperarme de una lesión o dolor'.,,,,11; 12,Resistencia muscular — Ideal user profile: Principiantes absolutos · usuarios que regresan después de una pausa larga (Q11) · rehabilitación de lesión leve o dolor articular (Q12) · adultos mayores · personas con meta 'Mejorar condición y aguante' o 'Recuperarme de una lesión o dolor'. [@prompt §4],spec unit→claim,T25
CB-00156,B-000059,spec,,Spec §4 4.1 entrenamiento-con-pesas-individual,Resistencia muscular,Resistencia muscular,excepcion,Resistencia muscular,"Resistencia muscular — Cautions: Verificar técnica básica antes de subir volumen · si hay dolor agudo, derivar a Personal Training supervisado en lugar de individual · embarazadas deben consultar antes de empezar.","Resistencia muscular — Cautions: Verificar técnica básica antes de subir volumen · si hay dolor agudo, derivar a Personal Training supervisado en lugar de individual · embarazadas deben consultar antes de empezar.",,,,"Resistencia muscular — Cautions: Verificar técnica básica antes de subir volumen · si hay dolor agudo, derivar a Personal Training supervisado en lugar de individual · embarazadas deben consultar antes de empezar. [@prompt §4]",spec unit→claim,T25
CB-00157,B-000060,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,entrenamiento-aerobico-individual,page,definicion,entrenamiento-aerobico-individual,"New top-level page 'entrenamiento-aerobico-individual' with 4 subgroups (LISS, MICT, HIIT, SIT), derived from ACSM/ESSA Joint Expert Statement on Physical Activity and Exercise Intensity Terminology, J Sci Med Sport 2024. Add to Part 3 IA and Part 5 subpage matrices.",,,,4; 2024.; 3; 5,"New top-level page 'entrenamiento-aerobico-individual' with 4 subgroups (LISS, MICT, HIIT, SIT), derived from ACSM/ESSA Joint Expert Statement on Physical Activity and Exercise Intensity Terminology, J Sci Med Sport 2024. Add to Part 3 IA and Part 5 subpage matrices. [@prompt §4.2]",spec unit→claim,T25
CB-00158,B-000061,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,definicion,LISS,Subgroup LISS — URL slug: /entrenamiento-aerobico-individual/liss,,,,,Subgroup LISS — URL slug: /entrenamiento-aerobico-individual/liss [@prompt §4],spec unit→claim,T25
CB-00159,B-000062,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,recomendacion,LISS,"LISS — Tagline (ES MX): Movimiento sostenido, sin estrés ni impacto.",,,,,"LISS — Tagline (ES MX): Movimiento sostenido, sin estrés ni impacto. [@prompt §4]",spec unit→claim,T25
CB-00160,B-000063,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,requisito,LISS,"LISS — Prescription: Intensidad <60% VO₂max o <60–65% HRmax · RPE 9–12 en escala de 6–20 de Borg (ligero a moderado-bajo) · ritmo conversacional · 30–60+ min por sesión · 3–6 sesiones por semana, incluyendo recuperación activa.",,,,60%; 60–65%; 9–12; 6–20; 30–60; 3–6,"LISS — Prescription: Intensidad <60% VO₂max o <60–65% HRmax · RPE 9–12 en escala de 6–20 de Borg (ligero a moderado-bajo) · ritmo conversacional · 30–60+ min por sesión · 3–6 sesiones por semana, incluyendo recuperación activa. [@prompt §4]",spec unit→claim,T25
CB-00161,B-000064,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,requisito,LISS,"LISS — Equipment: Caminadora a velocidad de caminata (3–5 km/h, inclinación 0–3%). Bicicleta estática con resistencia mínima. Elíptica con resistencia mínima. Natación a ritmo lento (libre suave o de espalda). Aqua walking en alberca poco profunda. Bicicleta recumbente para limitación lumbar.",,,,3–5; 0–3%,"LISS — Equipment: Caminadora a velocidad de caminata (3–5 km/h, inclinación 0–3%). Bicicleta estática con resistencia mínima. Elíptica con resistencia mínima. Natación a ritmo lento (libre suave o de espalda). Aqua walking en alberca poco profunda. Bicicleta recumbente para limitación lumbar. [@prompt §4]",spec unit→claim,T25
CB-00162,B-000065,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,definicion,LISS,LISS — Representative exercises: Caminata sostenida a paso natural · bicicleta estática suave 50–60 RPM · elíptica baja resistencia · natación lenta 25 m con descansos · caminata en alberca · recovery walks al aire libre.,,,,50–60; 25,LISS — Representative exercises: Caminata sostenida a paso natural · bicicleta estática suave 50–60 RPM · elíptica baja resistencia · natación lenta 25 m con descansos · caminata en alberca · recovery walks al aire libre. [@prompt §4],spec unit→claim,T25
CB-00163,B-000066,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,recomendacion,LISS,LISS — Primary benefits: Base aeróbica para principiantes · recuperación activa entre sesiones intensas · manejo de estrés y salud mental · baja demanda articular (joint-friendly) · ideal para rehabilitación cardiaca fase I-II · favorece oxidación de grasa como sustrato dominante · acondicionamiento cardiovascular básico. Duración: 30–60+ min por sesión.,,,,30–60,LISS — Primary benefits: Base aeróbica para principiantes · recuperación activa entre sesiones intensas · manejo de estrés y salud mental · baja demanda articular (joint-friendly) · ideal para rehabilitación cardiaca fase I-II · favorece oxidación de grasa como sustrato dominante · acondicionamiento cardiovascular básico. Duración: 30–60+ min por sesión. [@prompt §4],spec unit→claim,T25
CB-00164,B-000067,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,recomendacion,LISS,LISS — Ideal user profile: Principiantes absolutos · rehabilitación post-lesión o post-cirugía · adultos mayores · días de recuperación activa para cualquier nivel · personas con condición cardiovascular estabilizada bajo prescripción médica · meta 'Recuperarme de una lesión o dolor'.,,,,,LISS — Ideal user profile: Principiantes absolutos · rehabilitación post-lesión o post-cirugía · adultos mayores · días de recuperación activa para cualquier nivel · personas con condición cardiovascular estabilizada bajo prescripción médica · meta 'Recuperarme de una lesión o dolor'. [@prompt §4],spec unit→claim,T25
CB-00165,B-000068,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,excepcion,LISS,"LISS — Cautions: Si hay condición cardiaca, requiere clearance médico previo (se marca en Q12) · embarazo es seguro pero con monitoreo de RPE.","LISS — Cautions: Si hay condición cardiaca, requiere clearance médico previo (se marca en Q12) · embarazo es seguro pero con monitoreo de RPE.",,,12,"LISS — Cautions: Si hay condición cardiaca, requiere clearance médico previo (se marca en Q12) · embarazo es seguro pero con monitoreo de RPE. [@prompt §4]",spec unit→claim,T25
CB-00166,B-000069,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,definicion,MICT,Subgroup MICT — URL slug: /entrenamiento-aerobico-individual/mict,,,,,Subgroup MICT — URL slug: /entrenamiento-aerobico-individual/mict [@prompt §4],spec unit→claim,T25
CB-00167,B-000070,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,recomendacion,MICT,MICT — Tagline (ES MX): El cardio sostenido que produce resultados.,,,,,MICT — Tagline (ES MX): El cardio sostenido que produce resultados. [@prompt §4],spec unit→claim,T25
CB-00168,B-000071,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,requisito,MICT,"MICT — Prescription: Intensidad 60–85% VO₂max o ~50–70% HRR · RPE 12–14 en Borg 6–20 (moderado: puedes hablar, no cantar) · 20–60 min por sesión · 3–5 sesiones por semana · acumulación mínima 150 min/semana de moderado (recomendación ACSM general).",,,,60–85%; 50–70%; 12–14; 6–20; 20–60; 3–5; 150,"MICT — Prescription: Intensidad 60–85% VO₂max o ~50–70% HRR · RPE 12–14 en Borg 6–20 (moderado: puedes hablar, no cantar) · 20–60 min por sesión · 3–5 sesiones por semana · acumulación mínima 150 min/semana de moderado (recomendación ACSM general). [@prompt §4]",spec unit→claim,T25
CB-00169,B-000072,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,requisito,MICT,"MICT — Equipment: Caminadora para trote/jog (6–10 km/h, inclinación variable). Bicicleta estática y spin a resistencia media (60–80 RPM). Elíptica resistencia media zancada amplia. Remo ergómetro (Concept2 o equivalente) 20–28 SPM. Stair climber/stepper ritmo moderado. Natación sostenida (libre, dorso o pecho).",,,,6–10; 60–80; 2; 20–28,"MICT — Equipment: Caminadora para trote/jog (6–10 km/h, inclinación variable). Bicicleta estática y spin a resistencia media (60–80 RPM). Elíptica resistencia media zancada amplia. Remo ergómetro (Concept2 o equivalente) 20–28 SPM. Stair climber/stepper ritmo moderado. Natación sostenida (libre, dorso o pecho). [@prompt §4]",spec unit→claim,T25
CB-00170,B-000073,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,definicion,MICT,MICT — Representative exercises: Trote sostenido 5–7 km/h · bicicleta estática moderada · remo continuo 500 m x 5–8 repeticiones con descanso corto · natación 30–45 min · elíptica moderada · stair stepper a ritmo conversacional.,,,,5–7; 500; 5–8; 30–45,MICT — Representative exercises: Trote sostenido 5–7 km/h · bicicleta estática moderada · remo continuo 500 m x 5–8 repeticiones con descanso corto · natación 30–45 min · elíptica moderada · stair stepper a ritmo conversacional. [@prompt §4],spec unit→claim,T25
CB-00171,B-000074,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,recomendacion,MICT,MICT — Primary benefits: Bajar de peso (sostiene déficit con bajo daño muscular) · mejora salud cardiovascular y reduce presión arterial · mejora perfil lipídico y glucosa en ayunas · mejora moderada de VO₂max · base aeróbica para HIIT · salud mental · adherencia largo plazo · estándar ACSM más antiguo y mejor validado para población general. Duración: 20–60 min por sesión.,,,,20–60,MICT — Primary benefits: Bajar de peso (sostiene déficit con bajo daño muscular) · mejora salud cardiovascular y reduce presión arterial · mejora perfil lipídico y glucosa en ayunas · mejora moderada de VO₂max · base aeróbica para HIIT · salud mental · adherencia largo plazo · estándar ACSM más antiguo y mejor validado para población general. Duración: 20–60 min por sesión. [@prompt §4],spec unit→claim,T25
CB-00172,B-000075,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,recomendacion,MICT,MICT — Ideal user profile: Cualquier nivel · meta 'Bajar de peso' · meta 'Mejorar condición y aguante' · usuarios sin tiempo para HIIT pero con tolerancia a sesiones más largas · transición desde LISS a HIIT.,,,,,MICT — Ideal user profile: Cualquier nivel · meta 'Bajar de peso' · meta 'Mejorar condición y aguante' · usuarios sin tiempo para HIIT pero con tolerancia a sesiones más largas · transición desde LISS a HIIT. [@prompt §4],spec unit→claim,T25
CB-00173,B-000076,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,excepcion,MICT,MICT — Cautions: Riesgo articular acumulado en caminadora a alto kilometraje (rotar con bicicleta o elíptica) · no es lo más eficiente en tiempo si solo se busca VO₂max (ahí HIIT gana).,MICT — Cautions: Riesgo articular acumulado en caminadora a alto kilometraje (rotar con bicicleta o elíptica) · no es lo más eficiente en tiempo si solo se busca VO₂max (ahí HIIT gana).,,,,MICT — Cautions: Riesgo articular acumulado en caminadora a alto kilometraje (rotar con bicicleta o elíptica) · no es lo más eficiente en tiempo si solo se busca VO₂max (ahí HIIT gana). [@prompt §4],spec unit→claim,T25
CB-00174,B-000077,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,definicion,HIIT,Subgroup HIIT — URL slug: /entrenamiento-aerobico-individual/hiit,,,,,Subgroup HIIT — URL slug: /entrenamiento-aerobico-individual/hiit [@prompt §4],spec unit→claim,T25
CB-00175,B-000078,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,recomendacion,HIIT,HIIT — Tagline (ES MX): Máximo resultado en mínimo tiempo.,,,,,HIIT — Tagline (ES MX): Máximo resultado en mínimo tiempo. [@prompt §4],spec unit→claim,T25
CB-00176,B-000079,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,requisito,HIIT,HIIT — Prescription: Intervalos a >85–90% pico VO₂ (o ≥80% HRmax) · intervalo trabajo 30 s – 4 min · recuperación activa o pasiva igual o mayor · 4–10 rondas · sesión total 15–30 min incluyendo calentamiento y enfriamiento · 2–3 sesiones por semana (máximo).,,,,85–90%; 80%; 30; 4; 4–10; 15–30; 2–3,HIIT — Prescription: Intervalos a >85–90% pico VO₂ (o ≥80% HRmax) · intervalo trabajo 30 s – 4 min · recuperación activa o pasiva igual o mayor · 4–10 rondas · sesión total 15–30 min incluyendo calentamiento y enfriamiento · 2–3 sesiones por semana (máximo). [@prompt §4],spec unit→claim,T25
CB-00177,B-000080,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,requisito,HIIT,HIIT — Equipment: Caminadora con cambio rápido de velocidad e inclinación (12–18 km/h o sprints en cuesta). Spin bike o estática resistencia rápida-ajustable. Air bike (assault bike) — efectiva por resistencia inercial creciente y engagement de tren superior e inferior. Remo ergómetro (intervalos 500 m o 1 min). Elíptica resistencia alta-ajustable. Stair climber para intervalos de cuesta.,,,,12–18; 500; 1,HIIT — Equipment: Caminadora con cambio rápido de velocidad e inclinación (12–18 km/h o sprints en cuesta). Spin bike o estática resistencia rápida-ajustable. Air bike (assault bike) — efectiva por resistencia inercial creciente y engagement de tren superior e inferior. Remo ergómetro (intervalos 500 m o 1 min). Elíptica resistencia alta-ajustable. Stair climber para intervalos de cuesta. [@prompt §4],spec unit→claim,T25
CB-00178,B-000081,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,definicion,HIIT,HIIT — Representative exercises: Caminadora 30 s sprint / 30 s caminata x 10–15 rondas · bicicleta 4×4 min al 85–95% HRmax con 3 min recuperación activa · remo Tabata 20 s on / 10 s off x 8 · air bike 30 s all-out / 30 s recovery x 8 · cuestas 1 min al 8–10% / 1 min plano. Duración total 12–30 min.,,,,30; 30; 10–15; 4; 4; 85–95%; 3; 20,HIIT — Representative exercises: Caminadora 30 s sprint / 30 s caminata x 10–15 rondas · bicicleta 4×4 min al 85–95% HRmax con 3 min recuperación activa · remo Tabata 20 s on / 10 s off x 8 · air bike 30 s all-out / 30 s recovery x 8 · cuestas 1 min al 8–10% / 1 min plano. Duración total 12–30 min. [@prompt §4],spec unit→claim,T25
CB-00179,B-000082,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,recomendacion,HIIT,HIIT — Primary benefits: Mejora de VO₂max mayor que MICT por minuto · oxidación de grasa elevada post-ejercicio (EPOC) · mejora sensibilidad a la insulina superior a MICT en algunos estudios · recomposición corporal · mejor adherencia que MICT con poco tiempo · acondicionamiento metabólico mixto aeróbico-anaeróbico.,,,,,HIIT — Primary benefits: Mejora de VO₂max mayor que MICT por minuto · oxidación de grasa elevada post-ejercicio (EPOC) · mejora sensibilidad a la insulina superior a MICT en algunos estudios · recomposición corporal · mejor adherencia que MICT con poco tiempo · acondicionamiento metabólico mixto aeróbico-anaeróbico. [@prompt §4],spec unit→claim,T25
