mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00488,CA-01105,,COMPATIBLE_NO_EDIT,false,media,[Clases FitKidz disponibles) •[ Agenda tuvisita guiada),body[1124,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00489,CA-01107,,REQUIERE_EDIT,false,media,"Applies to all 5 hubs (first steps, health and wellness, tone, build strength, rehabilitation)",body[1131,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00490,CA-01108,,REQUIERE_EDIT,false,media,Landing pre-fills P1 with the hub's goal,body[1131,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00491,CA-01109,,REQUIERE_EDIT,false,media,"If the goal is rehabilitation, the questionnaire includes a health-disclaimer modal before the result.",body[1131,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00492,CA-01110,,COMPATIBLE_NO_EDIT,false,media,StateQuestionnaireContextual menu,body[1133,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00493,CA-01111,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1137,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00494,CA-01112,,COMPATIBLE_NO_EDIT,false,media,no club selected • no inferred location,body[1137,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00495,CA-01113,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1140,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00496,CA-01114,,COMPATIBLE_NO_EDIT,false,media,no club selected,body[1140,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00497,CA-01115,,COMPATIBLE_NO_EDIT,false,media,with inferred location,body[1140,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00498,CA-01116,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1143,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00499,CA-01117,,COMPATIBLE_NO_EDIT,false,media,with club selected,body[1143,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00500,CA-01120,,REQUIERE_EDIT,false,media,10 questions with P1 pre-filled and editable (12 if user switches to weight loss),body[1150,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00501,CA-01121,,REQUIERE_EDIT,false,media,"10 questions with P1, P8 and P9 pre-filled and editable (12 if user switches to weight loss)",body[1153,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00502,CA-01122,,REQUIERE_EDIT,false,media,10 questions with P1 pre-filled and editable (12 if user switches to weight loss),body[1156,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00503,CA-01141,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal,body[1174]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00504,CA-01142,,COMPATIBLE_NO_EDIT,false,media,Articulos o informaci6n util (W,body[1174]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00505,CA-01146,,COMPATIBLE_NO_EDIT,false,media,Bajar de peso,body[1183]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00506,CA-01147,,REQUIERE_EDIT,false,media,Landing pre-fills Pl =,body[1184,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00507,CA-01148,,COMPATIBLE_NO_EDIT,false,media,hub (YMYL),body[1185,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00508,CA-01149,,REQUIERE_EDIT,false,media,", which automatically activates the 12-question variant",body[1187,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00509,CA-01150,,COMPATIBLE_NO_EDIT,false,media,A,body[1187,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00510,CA-01151,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal,body[1187]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00511,CA-01159,,COMPATIBLE_NO_EDIT,false,media,StateQuestionnaireContextual menu,body[1192,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00512,CA-01160,,COMPATIBLE_NO_EDIT,false,media,No questionnaire • no club selected • no inferred location,body[1196,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00513,CA-01161,,COMPATIBLE_NO_EDIT,false,media,No questionnaire • no club selected • with inferred location,body[1199,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00514,CA-01162,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1202,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00515,CA-01163,,COMPATIBLE_NO_EDIT,false,media,with club selected,body[1202,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00516,CA-01165,,REQUIERE_EDIT,false,media,12 questions with Pl pre-filled and editable,body[1206,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00517,CA-01166,,REQUIERE_EDIT,false,media,"12 questions with Pl, PS and P9 pre-filled and editable",body[1210,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00518,CA-01167,,REQUIERE_EDIT,false,media,12 questions with Pl pre-filled and editable,body[1213,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00519,CA-01171,,COMPATIBLE_NO_EDIT,false,media,info rmaci6n util]•( Disena tu experiencia],body[1219,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00520,CA-01172,,COMPATIBLE_NO_EDIT,false,media,(Agenda tu visita guiada],body[1219,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00521,CA-01175,,COMPATIBLE_NO_EDIT,false,media,informaci6n util]•( Disena tu experiencia],body[1221,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00522,CA-01176,,COMPATIBLE_NO_EDIT,false,media,(Agenda tu visi ta guiada),body[1221,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00523,CA-01177,,COMPATIBLE_NO_EDIT,false,media,Articulos o informaci6n util • Disena tu experiencia,body[1222]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00524,CA-01178,,COMPATIBLE_NO_EDIT,false,media,[Agenda tu,body[1222]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00525,CA-01181,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal,body[1230]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00526,CA-01182,,COMPATIBLE_NO_EDIT,false,media,Articulos o informaci6n util •,body[1230]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00527,CA-01184,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal,body[1230]/txbx[1]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00528,CA-01185,,COMPATIBLE_NO_EDIT,false,media,Articulos o informaci6n util •,body[1230]/txbx[1]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00529,CA-01188,,REQUIERE_EDIT,false,media,Landing pre-fills PS= Con personal trainer,body[1237,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00530,CA-01189,,REQUIERE_EDIT,false,media,Theuser can confirm or change.,body[1237,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00531,CA-01190,,COMPATIBLE_NO_EDIT,false,media,StateQuestionnaireContextual menu,body[1239,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00532,CA-01191,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1243,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00533,CA-01192,,COMPATIBLE_NO_EDIT,false,media,no club selected • no inferred location,body[1243,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00534,CA-01193,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1246,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00535,CA-01194,,COMPATIBLE_NO_EDIT,false,media,no club selected,body[1246,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00536,CA-01195,,COMPATIBLE_NO_EDIT,false,media,with inferred location,body[1246,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00537,CA-01196,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1249,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00538,CA-01197,,COMPATIBLE_NO_EDIT,false,media,with club selected,body[1249,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00539,CA-01200,,REQUIERE_EDIT,false,media,10 questions with PS pre-filled and editable (12 if weight loss),body[1256,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00540,CA-01201,,REQUIERE_EDIT,false,media,"10 questions with PS, P8 and P9 pre-filled and editable (12 if weight loss)",body[1259,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00541,CA-01202,,REQUIERE_EDIT,false,media,10 questions with PS pre-filled and editable (12 if weight loss),body[1262,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00542,CA-01207,,COMPATIBLE_NO_EDIT,false,media,informaci6n util] (ifany),body[1272,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00543,CA-01208,,COMPATIBLE_NO_EDIT,false,media,[Disena tu experiencia ],body[1272,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00544,CA-01209,,COMPATIBLE_NO_EDIT,false,media,[ Agenda tu visi ta guiada],body[1272,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00545,CA-01211,,COMPATIBLE_NO_EDIT,false,media,info rmaci6n util] (if any),body[1274,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00546,CA-01212,,COMPATIBLE_NO_EDIT,false,media,[ Disena tu experiencia ],body[1274,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00547,CA-01213,,COMPATIBLE_NO_EDIT,false,media,[ Agenda tu visi ta guiada],body[1274,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00548,CA-01216,,COMPATIBLE_NO_EDIT,false,media,any),body[1275]/txbx[0]/p[1,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00549,CA-01217,,COMPATIBLE_NO_EDIT,false,media,Disena tu experiencia Agenda tu visita guiada,body[1275]/txbx[0]/p[1,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00550,CA-01218,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal,body[1279]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00551,CA-01219,,COMPATIBLE_NO_EDIT,false,media,Articulos o informaci6n util (if,body[1279]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00552,CA-01223,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal Articulos o informaci6n util (if,body[1286]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00553,CA-01226,,COMPATIBLE_NO_EDIT,false,media,Landing on memberships does not allow inferring questionnaire variables,body[1287,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00554,CA-01227,,COMPATIBLE_NO_EDIT,false,media,"Per Rule 22, the page does not include online checkout- conversion goes through Agenda tuvisi ta guiada.",body[1287,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00555,CA-01228,,COMPATIBLE_NO_EDIT,false,media,StateQuestionnaireContextual menu,body[1289,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00556,CA-01229,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1293,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00557,CA-01230,,COMPATIBLE_NO_EDIT,false,media,no club selected • no inferred location,body[1293,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00558,CA-01231,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1295,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00559,CA-01232,,COMPATIBLE_NO_EDIT,false,media,no club selected,body[1295,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00560,CA-01233,,COMPATIBLE_NO_EDIT,false,media,with inferred location,body[1295,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00561,CA-01234,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1297,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00562,CA-01235,,COMPATIBLE_NO_EDIT,false,media,with club selected,body[1297,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00563,CA-01238,,REQUIERE_EDIT,false,media,10 standard questions (12 if weight loss),body[1305,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00564,CA-01239,,REQUIERE_EDIT,false,media,10 questions with P8 and P9 pre-filled and editable (12 if weight loss),body[1308,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00565,CA-01240,,REQUIERE_EDIT,false,media,10 standard questions (12 if weight loss),body[1310,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00566,CA-01243,,COMPATIBLE_NO_EDIT,false,media,Tu Club ideal •( Disena tu experiencia],body[1318,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00567,CA-01244,,COMPATIBLE_NO_EDIT,false,media,( Agenda tu visita guiada],body[1318,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00568,CA-01245,,COMPATIBLE_NO_EDIT,false,media,Tu Club ideal •( Disena tu experiencia],body[1319,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00569,CA-01246,,COMPATIBLE_NO_EDIT,false,media,( Agenda tu visita guiada],body[1319,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00570,CA-01247,,COMPATIBLE_NO_EDIT,false,media,Disena tu experiencia Agenda tu visita guiada,body[1320]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00571,CA-01248,,COMPATIBLE_NO_EDIT,false,media,(Volver a tu experiencia ideal],body[1322,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00572,CA-01249,,COMPATIBLE_NO_EDIT,false,media,(Agenda tu visi ta guiada],body[1322,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00573,CA-01250,,COMPATIBLE_NO_EDIT,false,media,(volver a tu experiencia ideal],body[1324,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00574,CA-01251,,COMPATIBLE_NO_EDIT,false,media,(Agenda tu visi ta guiada],body[1324,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00575,CA-01253,,COMPATIBLE_NO_EDIT,false,media,Landing on an article does not allow inferring questionnaire variables.,body[1331,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00576,CA-01254,,COMPATIBLE_NO_EDIT,false,media,StateQuestionnaireContextual menu,body[1333,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00577,CA-01255,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1337,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00578,CA-01256,,COMPATIBLE_NO_EDIT,false,media,no club selected • no inferred location,body[1337,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00579,CA-01257,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1339,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00580,CA-01258,,COMPATIBLE_NO_EDIT,false,media,no club selected,body[1339,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00581,CA-01259,,COMPATIBLE_NO_EDIT,false,media,with inferred location,body[1339,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00582,CA-01260,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1341,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00583,CA-01261,,COMPATIBLE_NO_EDIT,false,media,with club selected,body[1341,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00584,CA-01264,,REQUIERE_EDIT,false,media,10 standard questions (12 if weight loss),body[1348,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00585,CA-01265,,REQUIERE_EDIT,false,media,10 questions with P8 and P9 pre-filled and editable (12 if weight loss),body[1351,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00586,CA-01266,,REQUIERE_EDIT,false,media,10 standard questions (12 if weight loss),body[1353,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00587,CA-01275,,COMPATIBLE_NO_EDIT,false,media,Disena tu experiencia Agenda tu visita guiada,body[1366]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00588,CA-01276,,COMPATIBLE_NO_EDIT,false,media,(Volver a tu experiencia ideal],body[1368,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00589,CA-01277,,COMPATIBLE_NO_EDIT,false,media,( Agenda tu visi ta guiada],body[1368,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00590,CA-01278,,COMPATIBLE_NO_EDIT,false,media,(volver a tu experiencia ideal],body[1370,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00591,CA-01279,,COMPATIBLE_NO_EDIT,false,media,(Agenda tu visi ta guiada],body[1370,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00592,CA-01289,,COMPATIBLE_NO_EDIT,false,media,No questionnaireThe assistant answers questions,body[1382,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00593,CA-01290,,COMPATIBLE_NO_EDIT,false,media,"If(BES) detects a personalization intent, it offers to open the questionnaire; the user decides",body[1382,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00594,CA-01291,,COMPATIBLE_NO_EDIT,false,media,"Always-available action: ""Hablar con un asesor humano"" (Talk to a human advisor).",body[1382,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00595,CA-01294,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal,body[1389]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00596,CA-01303,,REQUIERE_EDIT,false,media,Behavior: the system does not prompt repeatedly,body[1409,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00597,CA-01304,,REQUIERE_EDIT,false,media,The user lands on Home with the (Tu Club ideal) flow opened in capture mode (PS+ P9 manual entry),body[1409,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00598,CA-01305,,REQUIERE_EDIT,false,media,A non-intrusive notice explains that,body[1409,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00599,CA-01316,,REQUIERE_EDIT,false,media,Behavior: P9 falls back to a free-text input with looser validation,body[1418,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00600,CA-01317,,REQUIERE_EDIT,false,media,The user can submit a neighborhood or city name typed by hand,body[1418,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00601,CA-01318,,REQUIERE_EDIT,false,media,The system later normalizes the input server-side.,body[1418,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00602,CA-01323,,REQUIERE_EDIT,false,media,- User abandons the questionnaire mid-flow,body[1425]/Heading4,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00603,CA-01324,,COMPATIBLE_NO_EDIT,false,media,Behavior: partial questionnaire state is preserved in,body[1426,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00604,CA-01327,,COMPATIBLE_NO_EDIT,false,media,accepted the privacy notice (Rule 36),body[1430,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00605,CA-01328,,COMPATIBLE_NO_EDIT,false,media,"When the user returns, the questionnaire offers to resume from the last answered question",body[1430,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00606,CA-01329,,COMPATIBLE_NO_EDIT,false,media,"If the user has not accepted the privacy notice, no state is preserved.",body[1430,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00607,CA-01330,CB-00119,REQUIERE_EDIT,false,media,- Health disclaimer rejected,body[1431]/Heading4,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,Verify/align health-disclaimer-rejected edge with YMYL trigger (Q4 Bajar de peso only),Part 6 health disclaimer rejected,YMYL gated on Q4=Bajar de peso; estética does not trigger
M-00608,CA-01331,CB-00119,REQUIERE_EDIT,false,media,"Trigger: in the (Bajar de peso)flow (or rehabilitation hub), the user is shown the health-disclaimer modal and declines.",body[1433,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,Verify/align health-disclaimer-rejected edge with YMYL trigger (Q4 Bajar de peso only),Part 6 health disclaimer rejected,YMYL gated on Q4=Bajar de peso; estética does not trigger
M-00609,CA-01347,,COMPATIBLE_NO_EDIT,false,media,Trigger: the user searches (yoga Polanco bajar de peso) (a class+ a location+ a goal).,body[1446,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00610,CA-01348,,REQUIERE_EDIT,false,media,Behavior: see Rule 17,body[1447,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00611,CA-01349,,REQUIERE_EDIT,false,media,Pl wins over P9 wins over P4,body[1447,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00612,CA-01350,,REQUIERE_EDIT,false,media,"For this example, the user lands on the ( Bajar de peso) hub with P9 pre-filled to(Polanco)",body[1447,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00613,CA-01351,,REQUIERE_EDIT,false,media,P4 is not pre-filled (goal-driven landing overrides class-driven landing).,body[1447,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00614,CA-01356,,COMPATIBLE_NO_EDIT,false,media,Behavior: the site degrades gracefully,body[1452,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00615,CA-01357,,COMPATIBLE_NO_EDIT,false,media,Server-rendered content is fully readable,body[1452,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00616,CA-01358,,COMPATIBLE_NO_EDIT,false,media,The drawer becomes a static link list,body[1452,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00617,CA-01359,,COMPATIBLE_NO_EDIT,false,media,"The questionnaire and BES are unavailable in their interactive form, but their entry points show a graceful notice and direct the user to (Agenda tu visi ta guiada),",body[1452,,,No change,Part 6 edge case,toca=true but not threshold/disclaimer
M-00618,CA-01378,,COMPATIBLE_NO_EDIT,false,baja,"The site captures personal data at four moments: questionnaire, plan-delivery sign-up, visit booking, and BES conversation.",body[1469,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00619,CA-01414,CB-00119,COMPATIBLE_NO_EDIT,false,media,Bajar de peso,body[1506]/txbx[1]/p[0,"When Q4 includes 'Bajar de peso', a YMYL health disclaimer modal is shown before rendering the result, with the medical reviewer signature. Q4 = 'Mejorar mi est",spec §3.2,No change to Rule 14 YMYL prose; trigger now Q4=Bajar de peso,Rule 14,YMYL content rules preserved (§6 Part4 Rules1-15)
